frequency_hz,ch1_uV2_per_Hz,ch2_uV2_per_Hz,ch3_uV2_per_Hz,ch4_uV2_per_Hz
5.775000000000000000e+01,3.943105627534908085e-32,2.048214996949635357e-32,3.399059117895428412e-32,2.997896347809289761e-33
5.800000000000000000e+01,3.226039912642878537e-33,2.314019819323988269e-33,8.385496403425173016e-33,9.084565680961702897e-35
5.825000000000000000e+01,2.433964999942775896e-33,2.538390854974319853e-33,1.558648483902293616e-32,7.588636470611888919e-33
5.850000000000000000e+01,8.339869864534354349e-32,2.846918401439532560e-32,1.693644253966261260e-32,2.459716087143768809e-32
5.875000000000000000e+01,1.071642996796916352e-32,5.498325075364573805e-32,8.524415400290958462e-33,1.276042801322987306e-32
5.900000000000000000e+01,7.277682296712110826e-33,2.264253395689120493e-32,4.291783965723081405e-32,7.818775158958024816e-32
5.925000000000000000e+01,5.151203527079122745e-33,4.634259959270241382e-34,3.744311698760748690e-34,7.941209438504562293e-33
5.950000000000000000e+01,1.820028600766538673e-33,5.728490128741145330e-34,8.435862436637709358e-34,2.924675813649525005e-33
5.975000000000000000e+01,1.336265786329142604e-06,7.826211463484295639e-06,3.748139888220625416e-07,2.449946021237487296e-06
6.000000000000000000e+01,5.345063145314898374e-06,3.130484585393345561e-05,1.499255955288365151e-06,9.799784084951485702e-06
6.025000000000000000e+01,1.336265786328819038e-06,7.826211463483367291e-06,3.748139888221891201e-07,2.449946021237868461e-06
6.050000000000000000e+01,5.374996406587437852e-33,3.627357011721863011e-33,6.685030039358800973e-33,1.105634121558635957e-32
6.075000000000000000e+01,2.584217282594548719e-32,3.178082118633946458e-32,2.731517262598566194e-32,5.052888481386163549e-32
6.100000000000000000e+01,2.123687534654027621e-33,1.788633292487939118e-32,1.207631920436953348e-32,2.674338586890088825e-33
6.125000000000000000e+01,5.957447320438222880e-33,8.113620331288613777e-33,4.673321938033282636e-33,3.687501957330140467e-32
6.150000000000000000e+01,1.182116654389432442e-32,5.946030235741496637e-33,1.066626832669084358e-32,8.704552006587435892e-33
6.175000000000000000e+01,8.606357264367260689e-33,1.778980888137885837e-32,9.520737948932693552e-33,1.056904437258575057e-32
6.200000000000000000e+01,3.019583000474778239e-33,3.367294924410208022e-33,2.469000123548047353e-32,1.986463093885872990e-33
6.225000000000000000e+01,1.470212474449741688e-33,3.494861700079200845e-33,4.684327888826567805e-35,5.564452304226107750e-33
6.250000000000000000e+01,1.920764184107727774e-32,1.747517713811319726e-32,4.522745531829609785e-33,2.001366214917036100e-32
6.275000000000000000e+01,5.048160135547965917e-33,5.208999637069778266e-33,1.530574728902720179e-32,1.470989463259730098e-32
6.300000000000000000e+01,3.613652965359545942e-33,6.751464457770821305e-33,1.322754155306853269e-33,3.433463493163525557e-33
6.325000000000000000e+01,8.876453247025918807e-34,2.854894008178110403e-34,3.095287865650137542e-34,1.042123266532186560e-32
6.350000000000000000e+01,9.036632474217915942e-34,5.852168598679953673e-33,5.581575799453346955e-33,1.761228915381981342e-32
6.375000000000000000e+01,2.054512256198736436e-32,3.873640963710730692e-32,3.435164637385364076e-33,1.832732460852955637e-32
6.400000000000000000e+01,2.082409171569917255e-32,1.710985926612508450e-32,6.178619205561009491e-33,1.304879527215770786e-33
6.425000000000000000e+01,3.962377189700503787e-33,2.341157856967939088e-32,5.834117755948584962e-33,2.437264655583454207e-33
6.450000000000000000e+01,1.254159844037750912e-32,2.435500271162537092e-33,6.404256388470617137e-33,1.848754525304353017e-35
6.475000000000000000e+01,1.256042397033409211e-32,9.704274109402743952e-34,2.689160417701108446e-32,2.351409121597796650e-32
6.500000000000000000e+01,1.211111132375295993e-32,2.263331367894360453e-32,4.357338814980844165e-33,6.918077265014235523e-33
6.525000000000000000e+01,2.061617483096149525e-32,3.913742728811552546e-32,3.770103675952955290e-32,2.827325347747407136e-32
6.550000000000000000e+01,6.673072942276844463e-33,2.909171800190348717e-33,1.651852897143645523e-33,4.466027268716809890e-33
6.575000000000000000e+01,7.850920893557839625e-33,3.932592118368858722e-33,1.052190679741842967e-32,1.255739637127782218e-32
6.600000000000000000e+01,1.074696481911657960e-32,1.004982809963526339e-32,1.823803154814041042e-32,4.938952760907793029e-33
6.625000000000000000e+01,5.253004528534702334e-32,5.243130013407354109e-33,9.960779435894234457e-32,3.309616270826304875e-32
6.650000000000000000e+01,8.314100870583824984e-32,3.422741333929858680e-32,5.636918082582233985e-32,6.734595651498382992e-32
6.675000000000000000e+01,2.113845184970342739e-34,1.848605535985485610e-35,4.231416761974052339e-33,6.606098875844147518e-34
6.700000000000000000e+01,7.326737477579399514e-33,5.023947011875414870e-33,6.515915596551572329e-33,1.436689376950313188e-33
6.725000000000000000e+01,1.334821816844660822e-32,7.610393208590143152e-33,6.781466139200081556e-33,1.564974783120947320e-32
6.750000000000000000e+01,9.633774572050349938e-34,6.524612491782488976e-33,7.035441405762288796e-32,3.417052374132372866e-32
6.775000000000000000e+01,9.395838655589423449e-33,6.145629944680978224e-33,1.496369774994252487e-32,1.455331158742094705e-32
6.800000000000000000e+01,3.888245884989330388e-33,1.794395415781082235e-33,1.850627779188325239e-33,9.356260447193187861e-33
6.825000000000000000e+01,4.993387443449700032e-33,2.797025949597350640e-33,1.735661453863217096e-32,1.747702260200548254e-33
6.850000000000000000e+01,5.215295395869647688e-32,3.597383821792061664e-32,2.977967900651345306e-32,3.054775959056651348e-32
6.875000000000000000e+01,4.876025783648267880e-34,3.916324841262049631e-33,5.052676344202522199e-33,1.741917702790836319e-32
6.900000000000000000e+01,1.723390373951596399e-32,2.004263593158088627e-32,3.196964334667984482e-33,2.023554710450634303e-32
6.925000000000000000e+01,1.693743472941804267e-32,1.228660449631940899e-32,1.065720361820807062e-32,4.869146811472065365e-32
6.950000000000000000e+01,4.157401835311411013e-32,2.885165394480243303e-32,5.518426520917546232e-32,2.508941210682379846e-32
6.975000000000000000e+01,2.359599419658266986e-07,8.437146634108889945e-06,3.246108725487730387e-06,9.772100428054789339e-07
7.000000000000000000e+01,9.438397678636494192e-07,3.374858653643263243e-05,1.298443490195157207e-05,3.908840171220446134e-06
7.025000000000000000e+01,2.359599419655401368e-07,8.437146634108095428e-06,3.246108725487893018e-06,9.772100428055500847e-07
7.050000000000000000e+01,1.974484105369487621e-32,7.122956093658298819e-33,1.309637758095609334e-32,6.285280808758233528e-33
7.075000000000000000e+01,1.162953314296221178e-32,1.547293689756240761e-32,2.019255988939603699e-32,3.744713991014748629e-32
7.100000000000000000e+01,2.370240260576357863e-33,5.072676025983920742e-33,5.958056578883102880e-32,2.091380249043850351e-32
7.125000000000000000e+01,2.158124303146843735e-32,7.059435072539134989e-32,7.691131889720477962e-33,4.540874416151035351e-33
7.150000000000000000e+01,1.972116156933257139e-32,1.845436032294000798e-32,4.867695422056692079e-32,4.804933280904475344e-33
7.175000000000000000e+01,5.767947430358152492e-33,9.317418960811956228e-33,1.037597023522744448e-32,6.965864741740019022e-34
7.200000000000000000e+01,1.606443161027157762e-32,2.220647128396836093e-34,2.441070832148127138e-33,2.610498362726173583e-32
7.225000000000000000e+01,5.754854608245852588e-31,3.027697572756974885e-31,3.481007960073238664e-31,9.528829557408756082e-32
7.250000000000000000e+01,3.601675461282778953e-31,1.966093801038679945e-30,3.560035200573023048e-31,1.457350402897809754e-30
7.275000000000000000e+01,2.602340482205142286e-31,1.618188172347206103e-31,1.386501419677296190e-31,5.605193857299268284e-33
7.300000000000000000e+01,8.392957619576547783e-33,3.129847017256362805e-33,1.034139556578402110e-32,4.854373841233734129e-33
7.325000000000000000e+01,1.989296203214985917e-33,5.292449438474713139e-33,6.894716101099721397e-33,1.693378890848382297e-34
7.350000000000000000e+01,7.153737032566442168e-33,2.587398040921820098e-34,1.013576384032160216e-32,7.461435074901707660e-33
7.375000000000000000e+01,3.234722372705400485e-33,3.180066411512404446e-33,5.251459485660078485e-33,6.787161539731679712e-33
7.400000000000000000e+01,2.714087231778266571e-32,1.329450549950834803e-32,2.980979034165837844e-32,3.622671603314784652e-33
7.425000000000000000e+01,1.758751128179217851e-32,5.470945405025576581e-33,3.520554540489673245e-33,6.285040495838390743e-33
7.450000000000000000e+01,3.433713804035450480e-33,6.475113892780598998e-33,1.363863240042362282e-33,1.392452285451581383e-32
7.475000000000000000e+01,2.387270529914780840e-35,3.328067281630237972e-32,5.016512084372042008e-34,2.848313232633406102e-33
7.500000000000000000e+01,3.321982088126458549e-33,9.613961389848728661e-33,1.181362001860750476e-34,8.051864055035344916e-34
7.525000000000000000e+01,3.637934766923000559e-33,2.554449434670544421e-32,3.695526190438430278e-33,7.723354544517913149e-35
7.550000000000000000e+01,6.781336255839887262e-33,2.256658050065955052e-33,8.086197316195725008e-34,4.422328876680492195e-33
7.575000000000000000e+01,3.315147201829683696e-33,5.236048456391569739e-33,5.751347665000542366e-33,1.789320277920622130e-33
7.600000000000000000e+01,1.055034029123654326e-34,1.978770577294521731e-33,5.038557756101717959e-33,3.166475773789288151e-32
7.625000000000000000e+01,2.442040831220054981e-33,5.218711368219255836e-33,1.933321426354354845e-34,6.116143494265262509e-33
7.650000000000000000e+01,6.194498825393573105e-33,1.413943282537489071e-33,5.048172473336112655e-34,3.009137878674744101e-32
7.675000000000000000e+01,2.001150897253674324e-33,8.993266049950246836e-34,4.994288601689686871e-33,1.356515606408266738e-33
7.700000000000000000e+01,2.977956305792850678e-35,2.211610259166658882e-33,3.142866947860492308e-33,2.631178945169093460e-35
7.725000000000000000e+01,2.847582377355379918e-32,1.800206053612840095e-33,2.655093911937992360e-33,8.405340552117902748e-32
7.750000000000000000e+01,1.175253722826252841e-31,2.116085556159741964e-32,7.560171651702332194e-32,1.381115356246359824e-31
7.775000000000000000e+01,7.630530537498590553e-32,5.663232371852200041e-32,5.671268332478450559e-34,8.440098780618778796e-32
7.800000000000000000e+01,2.052577342650614949e-33,2.273757375423150518e-33,7.772251401373392598e-33,5.994443684264706603e-34
7.825000000000000000e+01,2.408340409758748789e-33,3.465427882454212691e-34,4.399449710889680825e-33,6.511805371672856087e-33
7.850000000000000000e+01,4.338238550366288234e-33,6.013269105693323356e-32,4.140285002217212850e-32,4.294869631107554829e-32
7.875000000000000000e+01,4.411891924038502878e-31,9.442626212867982323e-32,1.656200641133696640e-31,3.330923231135433468e-31
7.900000000000000000e+01,2.018193572400904712e-32,5.829161820467123666e-32,5.949436638575013142e-34,3.791113892366727024e-32
7.925000000000000000e+01,2.419582311431608990e-32,2.238469361156757402e-32,9.693691266594587654e-33,2.094014366460282887e-32
7.950000000000000000e+01,2.835583940157670261e-34,3.784641194737305781e-33,2.083279040158407559e-33,4.769542614686137659e-33
7.975000000000000000e+01,1.039038085656575584e-06,9.727673880724281951e-06,2.767321382106930727e-06,4.772548275760037938e-07
8.000000000000000000e+01,4.156152342625045340e-06,3.891069552289864569e-05,1.106928552842776526e-05,1.909019310304780893e-06
8.025000000000000000e+01,1.039038085656408719e-06,9.727673880724146426e-06,2.767321382107103098e-06,4.772548275760221109e-07
8.050000000000000000e+01,1.461764712946226957e-32,6.343149996105480350e-33,3.317450316972002823e-33,1.936544184707172092e-33
8.075000000000000000e+01,1.594603264294430022e-33,1.578911728667309732e-33,3.031228921158046917e-33,5.053615617092438361e-34
8.100000000000000000e+01,9.124445184384644286e-34,4.123013962019715923e-33,1.043033108655179632e-32,8.841107599844465788e-33
8.125000000000000000e+01,5.771293477297313589e-33,1.933641880739018193e-32,5.589619153073894717e-32,2.310296204611865135e-32
8.150000000000000000e+01,2.272751746513160296e-33,2.036494548025213407e-33,4.981751884736969175e-33,2.676526703594718590e-33
8.175000000000000000e+01,1.536292507166111868e-32,9.433868858177907922e-33,5.301425675614900986e-33,1.251256639703568342e-32
8.200000000000000000e+01,4.346810993045212414e-33,4.693092900852503707e-33,1.012548151954051668e-32,8.860914353265120279e-33
8.225000000000000000e+01,1.599230427987138125e-33,1.917562060123104411e-32,2.404115570116826042e-32,2.011727829001567783e-33
8.250000000000000000e+01,5.141419544550458324e-33,1.928798741112598609e-32,8.544811227825055819e-33,6.943627695992215527e-33
8.275000000000000000e+01,3.223703808260166186e-32,2.379566012881549145e-33,3.386861181992461190e-32,4.602429668845219085e-33
8.300000000000000000e+01,6.735405727945402629e-33,1.524855241240339747e-33,5.973351199353057349e-33,4.653713157349619675e-34
8.325000000000000000e+01,1.243569736203516784e-32,3.358251760302268955e-33,5.768945883119998840e-33,8.443771980810049008e-33
8.350000000000000000e+01,2.835363391150989385e-31,1.417949391925386621e-31,3.346869316337542204e-32,9.726984048241315923e-32
8.375000000000000000e+01,3.654715969570204443e-31,6.464372897436545358e-31,9.778471025667131019e-32,3.082423887494652119e-31
8.400000000000000000e+01,3.590201722908277915e-32,1.352042175068599597e-31,1.143479591347880691e-32,1.274565684716398861e-31
8.425000000000000000e+01,8.995765478374034111e-33,1.727132185956040581e-32,2.457080536253850040e-32,3.829227575536175346e-33
8.450000000000000000e+01,1.349466277822283733e-32,5.902596930023287720e-33,9.107785131895195627e-33,7.090260362088537404e-33
8.475000000000000000e+01,8.712077752939145047e-33,1.168097738795740432e-32,4.205648726624271693e-33,2.372861265713938631e-32
8.500000000000000000e+01,2.704442697684755053e-32,3.466366284236306525e-32,1.046298006749189112e-31,1.453985338672509478e-31
8.525000000000000000e+01,3.702460740509107029e-32,2.699784356737695175e-32,1.519776778393783920e-33,1.208246941164861358e-32
8.550000000000000000e+01,9.317705324151841246e-34,7.836127294439048658e-33,9.229344271916028683e-33,6.820267943883038350e-34
8.575000000000000000e+01,5.560304950045364791e-33,1.555365651546601700e-33,3.726192453592785845e-33,5.485265073023660103e-33
8.600000000000000000e+01,2.015250844777352866e-33,1.160716870233839636e-32,1.521506992167113047e-33,5.823223007415218354e-34
8.625000000000000000e+01,1.309780731741873057e-32,2.348305403414528566e-33,3.849015831231314748e-32,3.176109686101799444e-34
8.650000000000000000e+01,5.073086124388312948e-33,1.406455862946023953e-32,3.899190303742411443e-33,2.249625118636293723e-33
8.675000000000000000e+01,3.577069239492319741e-33,1.731333769811750203e-34,1.833051402453526942e-33,5.925190749131441507e-33
8.700000000000000000e+01,2.332274731422747962e-33,3.328939760343443080e-34,5.716596068539461840e-33,6.361349757582371289e-33
8.725000000000000000e+01,4.702836352075405836e-34,8.366178207814703403e-33,1.106972491288276143e-33,2.468483844840373581e-33
8.750000000000000000e+01,8.278585856777617678e-33,2.838387029728483464e-32,5.070176158688745221e-33,1.129043122555057211e-32
8.775000000000000000e+01,2.943599235449918571e-33,1.402550060686135853e-32,6.817702931727022215e-34,2.177254181785354194e-33
8.800000000000000000e+01,3.771332309672804789e-33,1.893669976723184867e-34,2.315005756435610711e-33,3.446772783689321196e-33
8.825000000000000000e+01,5.119147844918241983e-34,3.969984733184509917e-33,5.313277543403160044e-33,4.254717230384427994e-33
8.850000000000000000e+01,5.518206031443417891e-32,6.272487793714314693e-34,7.501791344157625020e-33,1.687291037988794036e-32
8.875000000000000000e+01,1.521259121119335508e-32,9.742748647792003836e-33,4.762757913596842798e-32,4.204193351003422209e-33
8.900000000000000000e+01,4.483945593812975194e-33,1.811932706943906885e-33,4.781974346891936963e-33,4.459549804186110505e-33
8.925000000000000000e+01,7.889684779682486447e-33,2.219407526716172999e-33,1.482397113582189555e-33,9.546664243805214734e-34
8.950000000000000000e+01,7.622860393142935119e-33,1.075302383587437818e-32,2.232649580512796469e-32,1.207994571802358830e-32
8.975000000000000000e+01,3.274877200636351780e-06,6.286960959541866936e-06,2.892116850955222501e-06,3.334420817466024632e-06
9.000000000000000000e+01,1.309950880254182078e-05,2.514784383816728478e-05,1.156846740382195557e-05,1.333768326986539957e-05
9.025000000000000000e+01,3.274877200635885065e-06,6.286960959541810184e-06,2.892116850955935703e-06,3.334420817465820497e-06
9.050000000000000000e+01,1.101579936650917610e-32,1.219775495946481741e-32,2.580244164399738730e-32,1.111943003783730976e-32
9.075000000000000000e+01,1.271924322495627920e-32,1.326077050570130859e-32,1.681838298236459655e-32,1.984216002184816666e-32
9.100000000000000000e+01,9.941030878615530673e-34,1.334361873743495343e-32,3.067390766770752132e-32,1.283582974125407325e-32
9.125000000000000000e+01,1.670467617041162076e-31,1.784020322141916170e-31,1.949851312955568883e-31,3.800447576917475328e-32
9.150000000000000000e+01,1.188363099132080837e-31,2.488831136608793627e-32,3.235452786913217827e-32,2.548289756673646396e-32
9.175000000000000000e+01,4.846191720540347241e-33,2.806370311748785865e-33,2.196675628288263508e-33,3.364575187614554312e-33
9.200000000000000000e+01,1.625959969910651493e-32,1.813980743197746605e-32,1.144610171731825028e-33,2.560268167940357166e-34
9.225000000000000000e+01,6.185140868012910811e-34,3.526249569057569743e-33,8.211009729893103034e-34,1.256100013802917718e-32
9.250000000000000000e+01,1.244459625239011811e-32,9.379099081447941713e-32,2.581667479902158397e-32,4.676716725999826155e-32
9.275000000000000000e+01,1.083947591007104687e-32,2.673132132873627959e-32,1.915188135928813645e-33,8.341571364813992810e-34
9.300000000000000000e+01,5.625695738257378266e-33,3.549086614631705597e-33,1.967878187709660680e-33,1.657501818162977680e-32
9.325000000000000000e+01,6.655530389288164425e-33,3.834128983951524326e-33,6.730245996036020834e-33,6.755728942310608974e-33
9.350000000000000000e+01,2.376643096360733439e-32,2.040893081327922265e-33,4.121641383833747179e-33,2.320499990457324258e-32
9.375000000000000000e+01,2.285849716209864812e-32,1.538955680546211440e-32,6.131020430626990429e-33,1.728442682099009358e-33
9.400000000000000000e+01,1.564525904946675480e-32,2.266907527257879619e-33,4.771546561463536916e-33,1.709655873223498745e-32
9.425000000000000000e+01,9.033143946244544855e-33,1.232710382787227447e-33,1.174335253711744927e-33,6.089108673408759357e-33
9.450000000000000000e+01,5.506800829784177338e-33,1.249257617024828388e-33,7.479207845369177509e-34,1.085445736260258214e-32
9.475000000000000000e+01,7.766341001674687210e-33,3.040109491847267016e-33,4.801236923562376202e-33,8.522954871777354952e-33
9.500000000000000000e+01,5.453282856867651109e-33,6.146289727328013108e-34,2.650869421587120379e-33,1.411048709987233401e-33
9.525000000000000000e+01,1.873131463820517180e-32,3.769894532114390576e-34,2.708312480736421848e-33,3.134725362584530742e-33
9.550000000000000000e+01,7.675826526107319442e-33,8.579270261432997926e-33,1.173020584739669413e-33,1.097641559190454540e-33
9.575000000000000000e+01,4.066112563032821623e-33,6.942599575236123078e-34,2.998943989005287158e-33,3.988436760742584537e-34
9.600000000000000000e+01,3.062674656966314174e-32,1.469100243368815462e-33,4.982089476494518667e-32,1.174113071012722758e-32
9.625000000000000000e+01,5.159195472741547646e-32,1.572358295541135389e-31,5.171624495173444245e-33,6.788397164425243520e-32
9.650000000000000000e+01,1.820528466312662103e-32,2.240016745267240451e-32,1.288925508042519687e-32,5.225671621107057310e-33
9.675000000000000000e+01,7.971593426999047879e-33,1.969207890258266582e-32,1.122712447075756218e-32,7.918798600078210131e-33
9.700000000000000000e+01,1.897975900569327748e-33,3.950016205007099223e-34,3.073099503306175501e-33,7.831836094387323688e-34
9.725000000000000000e+01,1.022363667234274250e-32,1.847207222297681039e-33,8.071240140974166479e-33,1.381806694155504208e-32
9.750000000000000000e+01,3.320121872256121177e-33,3.034884149637566761e-32,9.332816776803573360e-32,1.698686884649085640e-31
9.775000000000000000e+01,2.089794203561747909e-32,3.385779274111428558e-32,1.384489562174549630e-32,5.530287945559504550e-32
9.800000000000000000e+01,6.734214808288083305e-34,1.816028565747816092e-33,7.153245697513506188e-33,5.096391845450479346e-34
9.825000000000000000e+01,2.742401099901634235e-33,8.459026442078373440e-34,4.226763804185497825e-33,2.520462142328622378e-34
9.850000000000000000e+01,2.447224020027759456e-32,1.426187173117030181e-33,1.368058640454398207e-32,1.889344397915500402e-32
9.875000000000000000e+01,2.217257023064473503e-32,1.603959039762042821e-32,2.875510542917427858e-32,2.180968883456933023e-32
9.900000000000000000e+01,5.355112400077110608e-32,3.236693496228482621e-33,3.229291025186122988e-32,1.128374759831562679e-32
9.925000000000000000e+01,2.401519439823712363e-32,2.417554707951969877e-32,1.826726219292427493e-32,2.056826020011707909e-32
9.950000000000000000e+01,3.838953150211280673e-32,3.415942422232242963e-32,3.793416354706058984e-32,2.724942516736283457e-32
9.975000000000000000e+01,3.856151652659811541e-06,4.071047619012504126e-07,6.646489201679449087e-06,1.880023627443082773e-06
1.000000000000000000e+02,1.542460661063409282e-05,1.628419047604843043e-06,2.658595680671269043e-05,7.520094509770776787e-06
1.002500000000000000e+02,3.856151652658983143e-06,4.071047619020087718e-07,6.646489201675018258e-06,1.880023627444652537e-06
1.005000000000000000e+02,1.160280927413283585e-31,8.858759997200299315e-32,7.042348237201257146e-32,7.338864541208281867e-32
1.007500000000000000e+02,4.766726997137757244e-32,4.321350239885133564e-32,6.652073350161988711e-32,5.005622894660757179e-32
1.010000000000000000e+02,2.854022231975078667e-33,3.675782721003873341e-32,2.469414194094063842e-32,3.475125398828624415e-32
1.012500000000000000e+02,4.536431239113041695e-32,4.591296178604608909e-32,9.234897949404862773e-32,1.275189533761390417e-32
1.015000000000000000e+02,6.306963490540076197e-33,7.001315136845240762e-33,2.498638267849620312e-34,1.571703181813540473e-32
1.017500000000000000e+02,1.555749883375207621e-32,9.609001644586989481e-33,1.529714313615892768e-32,2.177958879655497403e-32
1.020000000000000000e+02,2.456460129326071138e-33,1.165004946379280767e-32,2.194011109101613221e-33,2.415075884955991152e-32
1.022500000000000000e+02,5.758163613477599448e-33,3.330176486977889634e-32,7.716286111147114102e-32,5.700495435977398515e-32
1.025000000000000000e+02,1.171567630895609905e-32,9.427824063512711006e-32,5.067317840263134334e-32,1.267508058447674503e-31
1.027500000000000000e+02,2.163968603153447767e-32,1.191193587895075868e-32,9.905587606384119400e-33,4.055692423638074612e-33
1.030000000000000000e+02,6.524520837935174352e-33,1.351328552678119367e-33,4.699917163237328413e-33,8.436969018771357237e-34
1.032500000000000000e+02,9.084483266328044858e-35,4.117376028729340153e-35,3.989707723416666670e-34,7.325270832768062445e-33
1.035000000000000000e+02,1.275343638410501451e-31,1.492067115665957696e-31,1.563807199874719288e-32,1.812853808311560930e-31
1.037500000000000000e+02,1.318864728740543814e-31,5.998970339284023948e-31,2.681610644762216994e-32,9.159493651590100067e-31
1.040000000000000000e+02,8.847043126090303252e-32,4.752461688343450387e-32,2.289913170371449738e-31,1.524908667332567122e-31
1.042500000000000000e+02,6.713136736234866574e-34,7.332332664621412069e-33,5.810677890406616581e-33,8.999909292939154309e-35
1.045000000000000000e+02,2.072240293641330789e-32,1.741319112657761207e-33,4.106758917498886448e-33,9.930254628729101974e-33
1.047500000000000000e+02,2.603468986611743436e-32,3.949405428338312712e-33,5.420079509860637859e-33,1.571074616921641412e-32
1.050000000000000000e+02,1.780499987220888661e-33,1.165112126976331945e-32,1.787932054439681798e-32,9.374775675942578073e-34
1.052500000000000000e+02,1.144931340979974474e-32,4.183047828235732087e-33,1.099404344790483388e-33,6.960413858022095902e-33
1.055000000000000000e+02,5.868503127371537244e-33,3.778791298028106097e-34,4.821809853531920162e-34,7.122660649688694673e-33
1.057500000000000000e+02,2.182003040494460511e-33,8.391985795417323512e-33,1.009826992357134460e-32,1.592183309608083522e-33
1.060000000000000000e+02,9.666684785294327587e-34,5.156238903849973245e-33,3.906548366070548401e-33,3.186959599961589210e-33
1.062500000000000000e+02,3.943108826110297941e-33,1.018982675095522496e-32,3.787977065554769772e-33,7.554707942209674785e-33
1.065000000000000000e+02,1.496352286171616968e-32,3.288250009702376047e-33,5.368648960098018961e-33,9.719746581659204458e-33
1.067500000000000000e+02,1.086187069656948410e-32,3.945643308027063206e-33,6.147507137928760971e-33,5.203681839016011649e-33
1.070000000000000000e+02,2.619160541289704784e-33,8.098343574039381646e-34,2.474715684688969225e-33,3.693448142572142895e-33
1.072500000000000000e+02,4.660089959640161958e-33,1.261545769568293425e-32,1.031336215779090049e-33,6.797858121742469974e-34
1.075000000000000000e+02,4.103356188300608426e-33,1.714175954035197687e-33,9.385632366553795971e-33,3.958826225919019240e-32
1.077500000000000000e+02,1.005871343760372837e-32,6.885719605675193157e-33,4.746782201831444762e-33,1.034123004699590275e-32
1.080000000000000000e+02,2.660723937640602646e-33,5.895788478516028605e-34,5.960370807774699678e-33,2.641407312111170158e-33
1.082500000000000000e+02,1.825560986585867645e-34,2.886999449258862142e-33,2.098760597550607375e-34,7.553360996642487376e-33
1.085000000000000000e+02,1.406060602916151755e-31,2.144993250054310185e-32,9.077276311852996425e-33,1.005566202826358387e-32
1.087500000000000000e+02,2.506276282255864120e-31,3.437373842077934918e-32,2.077282297187666979e-31,5.919148750107933273e-32
1.090000000000000000e+02,1.666867010775230382e-33,3.783329986836630732e-32,1.497323710341846996e-31,2.087077060115446802e-32
1.092500000000000000e+02,1.924839772297929029e-34,8.067366344313619085e-34,6.909656682443475388e-33,6.831513904011706634e-33
1.095000000000000000e+02,9.048887283782375121e-33,2.119116743673195137e-32,1.752320559336275046e-32,1.131019742778123803e-32
1.097500000000000000e+02,5.968148001098468888e-06,1.719906572436959475e-06,1.032462703780048715e-06,5.243493683021541659e-07
1.100000000000000000e+02,2.387259200439323181e-05,6.879626289748832315e-06,4.129850815119215689e-06,2.097397473207400748e-06
1.102500000000000000e+02,5.968148001097777709e-06,1.719906572436600544e-06,1.032462703780104196e-06,5.243493683020938148e-07
1.105000000000000000e+02,3.962955850952236288e-33,3.741047159460529279e-33,7.831391491164642262e-33,7.444364221310446712e-33
1.107500000000000000e+02,9.003505640184322085e-33,4.278369044645254269e-33,1.784124477161952713e-33,4.641484092281289295e-33
1.110000000000000000e+02,4.968793721975691949e-33,3.313111558150201180e-33,8.702603657361958229e-33,2.216481939719916481e-32
1.112500000000000000e+02,2.419206029608231814e-32,2.029655848696544742e-33,1.250841545093916055e-33,3.581244910767546139e-33
1.115000000000000000e+02,1.647432782572714754e-32,1.389400364309240774e-32,5.335634952645792229e-33,5.313879786186197526e-33
1.117500000000000000e+02,3.679811965748094802e-33,1.293988699066051312e-33,1.836290931583009217e-33,1.203230279340748347e-32
1.120000000000000000e+02,1.403088899025667385e-32,9.902452126598822068e-33,1.033485166767351040e-32,1.854218079640808111e-32
1.122500000000000000e+02,1.318065387887548645e-32,1.254452787064535537e-32,7.375374116746013047e-33,7.180886232847848524e-33
1.125000000000000000e+02,8.165254836651824665e-33,2.582100090643228985e-32,2.793858775105721198e-32,1.115252109508221216e-34
1.127500000000000000e+02,4.164975060652355601e-32,1.077332571081480567e-32,1.689964480873816374e-32,2.102892484550995573e-33
1.130000000000000000e+02,3.719427232448926689e-32,1.711864617562383067e-32,1.617888559415783367e-32,3.636745751116689182e-32
1.132500000000000000e+02,8.877706167724094805e-33,2.292246853814649423e-33,5.981120318305374455e-33,1.741825099617184344e-32
1.135000000000000000e+02,3.854596437840050117e-32,2.476868145787530105e-32,1.327318587379073326e-32,1.356390145057965572e-32
1.137500000000000000e+02,1.295179204502872152e-32,4.208722183758388187e-32,2.418936100434649999e-32,2.492339986012172373e-32
1.140000000000000000e+02,1.675685584507167781e-32,1.653939326522342034e-34,3.204899531791482620e-33,1.026551280912235944e-33
1.142500000000000000e+02,9.671652805036507710e-33,5.419368224176173290e-34,2.144190654567348976e-33,5.048945129438650997e-33
1.145000000000000000e+02,7.777867793334740659e-35,1.904933400704745826e-33,1.149379533780127923e-32,1.987579777607331583e-33
1.147500000000000000e+02,4.334823434983149592e-31,3.811531822963502433e-31,5.605193857299268284e-33,2.242077542919707313e-32
1.150000000000000000e+02,5.064878009632759848e-32,1.524612729185400973e-30,1.793662034335765851e-30,1.434929627468612681e-30
1.152500000000000000e+02,3.587346833905136860e-31,1.440534821325911949e-30,5.605193857299268284e-33,5.605193857299268284e-31
1.155000000000000000e+02,7.746000482270288306e-33,4.650606322532898262e-33,5.570452353842842162e-33,2.022120795331091256e-33
